A Square Plate with Linear Temperature                  	  30-MAR-04
     20    101    ! No. of Elements, No. Field Points 
# Nodes:
1	0	0
2	0.2	0
3	0.4	0
4	0.6	0
5	0.8	0
6	1	0
7	1	0.2
8	1	0.4
9	1	0.6
10	1	0.8
11	1	1
12	0.8	1
13	0.6	1
14	0.4	1
15	0.2	1
16	0	1
17	0	0.8			
18	0	0.6			
19	0	0.4			
20	0	0.2			
# Elements and Boundary Conditions:
1	1	2		2	0
2	2	3		2	0
3	3	4		2	0
4	4	5		2	0
5	5	6		2	0
6	6	7		1	100
7	7	8		1	100
8	8	9		1	100
9	9	10		1	100
10	10	11		1	100
11	11	12		2	0
12	12	13		2	0
13	13	14		2	0
14	14	15		2	0
15	15	16		2	0
16	16	17		1	0
17	17	18		1	0
18	18	19		1	0
19	19	20		1	0
20	20	1		1	0
# Field Points Inside Domain:
1	0.001	0.5
2	0.01	0.5
3	0.02	0.5
4	0.03	0.5
5	0.04	0.5
6	0.05	0.5
7	0.06	0.5
8	0.07	0.5
9	0.08	0.5
10	0.09	0.5
11	0.1	0.5
12	0.11	0.5
13	0.12	0.5
14	0.13	0.5
15	0.14	0.5
16	0.15	0.5
17	0.16	0.5
18	0.17	0.5
19	0.18	0.5
20	0.19	0.5
21	0.2	0.5
22	0.21	0.5
23	0.22	0.5
24	0.23	0.5
25	0.24	0.5
26	0.25	0.5
27	0.26	0.5
28	0.27	0.5
29	0.28	0.5
30	0.29	0.5
31	0.3	0.5
32	0.31	0.5
33	0.32	0.5
34	0.33	0.5
35	0.34	0.5
36	0.35	0.5
37	0.36	0.5
38	0.37	0.5
39	0.38	0.5
40	0.39	0.5
41	0.4	0.5
42	0.41	0.5
43	0.42	0.5
44	0.43	0.5
45	0.44	0.5
46	0.45	0.5
47	0.46	0.5
48	0.47	0.5
49	0.48	0.5
50	0.49	0.5
51	0.5	0.5
52	0.51	0.5
53	0.52	0.5
54	0.53	0.5
55	0.54	0.5
56	0.55	0.5
57	0.56	0.5
58	0.57	0.5
59	0.58	0.5
60	0.59	0.5
61	0.6	0.5
62	0.61	0.5
63	0.62	0.5
64	0.63	0.5
65	0.64	0.5
66	0.65	0.5
67	0.66	0.5
68	0.67	0.5
69	0.68	0.5
70	0.69	0.5
71	0.7	0.5
72	0.71	0.5
73	0.72	0.5
74	0.73	0.5
75	0.74	0.5
76	0.75	0.5
77	0.76	0.5
78	0.77	0.5
79	0.78	0.5
80	0.79	0.5
81	0.8	0.5
82	0.81	0.5
83	0.82	0.5
84	0.83	0.5
85	0.84	0.5
86	0.85	0.5
87	0.86	0.5
88	0.87	0.5
89	0.88	0.5
90	0.89	0.5
91	0.9	0.5
92	0.91	0.5
93	0.92	0.5
94	0.93	0.5
95	0.94	0.5
96	0.95	0.5
97	0.96	0.5
98	0.97	0.5
99	0.98	0.5
100	0.99	0.5
101	0.999	0.5
 # End of File
